Player,Cluster,tSNE_1,tSNE_2
Max Aarons,0,-41.669136,5.5909624
Max Aarons,2,30.825811,-16.355328
Rodrigo Abajas,0,-42.61968,13.336241
James Abankwah,1,16.109184,1.8366961
Keyliane Abdallah,1,6.5124245,-27.550674
Yunis Abdelhamid,2,44.609528,4.798033
Himad Abdelli,0,-10.980478,0.40141279
Mohamed Abdelmoneim,2,44.46834,14.916501
Ali Abdi,1,-35.39886,-33.230522
Saud Abdulhamid,0,19.637522,14.98366
Abel,0,-36.05753,-17.191519
Nabil Aberdin,0,1.822227,40.642517
Oliver Abildgaard,2,46.18922,14.493166
Matthis Abline,1,1.6957177,-30.235056
Abner,0,19.70332,14.918477
Zakaria Aboukhlal,0,-38.271072,-12.217296
Abdel Abqar,2,33.017876,2.8094435
Tammy Abraham,0,14.496104,18.104425
Tammy Abraham,0,12.894955,21.50295
Federico Accornero,0,4.849784,4.3795915
Francesco Acerbi,0,-23.066395,14.583497
Joshua Acheampong,0,15.250723,13.204274
Akor Adams,0,-36.017685,-15.483315
Akor Adams,0,-37.387524,-16.080753
Che Adams,1,4.482515,-9.7896385
Tyler Adams,1,-1.1511104,-17.877974
Junior Adamu,0,-25.530249,-18.680746
Tosin Adarabioyo,0,7.9052463,7.5587564
Martin Adeline,1,-7.588687,-5.9664145
Karim Adeyemi,0,-49.62065,-22.340786
Simon Adingra,1,13.934287,-27.23148
Amine Adli,1,27.345587,-26.560606
Yacine Adli,0,-14.315836,-7.7094464
Adrián,2,48.78769,12.414875
Adryelson,0,-36.91622,-25.132608
Vasilije Adžić,0,-48.142452,-21.127903
Michel Aebischer,0,-50.24748,-23.787498
Oladapo Afolayan,0,7.5218153,25.492086
Emmanuel Agbadou,1,7.6232724,-20.841824
Emmanuel Agbadou,2,48.05321,-7.5467653
Asher Agbinone,1,-20.233555,-32.931503
Jeremy Agbonifo,0,-18.639404,7.09436
Julen Agirrezabala,1,-19.197746,-28.500732
Lucien Agoume,0,2.5168407,40.230698
Felix Agu,0,-43.195747,7.135235
Álvaro Aguado,0,12.037071,25.692732
Lorenzo Aguado,1,-28.660704,-37.22559
Nayef Aguerd,0,-28.880892,4.5064898
Ruben Aguilar,0,-13.572439,20.897823
Naouirou Ahamada,1,35.16606,-20.297659
Honest Ahanor,2,30.675478,0.35238513
Erik Ahlstrand,2,31.935816,-1.9369055
Jean-Eudes Aholou,0,15.925015,10.859965
Joseph Aidoo,0,24.881754,10.164539
Joseph Aidoo,1,24.638166,-12.460818
Ayman Aiki,0,9.3665495,13.423275
Ola Aina,1,-21.151741,-37.84353
Rayan Aït-Nouri,0,-45.550274,-19.576035
Junior Ajayi,0,-13.650653,-10.166693
Kristoffer Ajer,1,3.734706,-8.689899
Ludovic Ajorque,0,-9.783981,-9.75928
Manuel Akanji,1,12.606632,6.0946646
Ümit Akdag,2,54.925255,6.619585
Nathan Aké,0,-31.17657,-18.844515
Ilias Akhomach,0,0.3821488,3.2133155
Sergio Akieme,0,-21.22514,4.3028097
Maghnes Akliouche,1,5.122204,-26.270176
Paul Akouokou,1,14.036417,-15.727192
Clément Akpa,2,43.73417,-12.712758
Jean-Daniel Akpa-Akpro,0,-17.932928,10.09414
David Akpan Ankeye,2,44.320618,1.6878914
Kevin Akpoguma,1,-31.056646,-31.34094
Chuba Akpom,1,22.661919,-19.61881
David Alaba,1,2.4897351,-31.609741
Ibrahim Alani,1,18.308334,-18.710989
Andreas Albers,0,-4.898765,32.58243
Raúl Albiol,0,-25.156307,-2.9551723
Carlos Alcaraz,1,24.80609,-25.025864
Carlos Alcaraz,0,3.5137305,15.106168
Omar Alderete,1,-34.280594,-26.728447
Carles Aleñá,0,-0.9842619,25.538103
Carles Aleñá,0,-3.5307999,18.356833
Ben Alexander Voll,2,34.485573,-2.5632567
Trent Alexander-Arnold,0,-15.282808,-9.818859
Alfon,1,11.363746,-29.244421
Mohamed Ali Cho,2,39.39718,11.812132
Faride Alidou,1,10.50613,-31.820154
Alisson,0,-39.0776,21.153648
Tadeo Allende,0,-41.086155,19.140837
Jim Allevinah,0,8.123307,37.07978
Dele Alli,1,6.6396904,-26.79047
Thiago Almada,1,22.810024,-26.130527
Domingos André Ribeiro Almeida,1,13.835477,-6.0118327
Iker Almena,0,7.665795,33.978565
Miguel Almirón,2,29.697283,-10.920188
Pontus Almqvist,0,-0.76180196,41.908764
Marcos Alonso,1,3.0201967,-16.828138
Giorgio Altare,0,6.554964,26.677422
Adrià Altimira,0,-33.241188,17.021767
Sergi Altimira,0,0.9824416,25.938864
Olabade Aluko,0,-36.517178,-12.003129
Edson Álvarez,0,17.561003,28.602604
Hugo Álvarez,0,18.5624,27.28514
Julián Álvarez,0,-9.349524,11.645078
Yeray Álvarez,2,36.451878,6.39043
Skelly Alvero,1,30.118055,-1.728659
Will Alves,1,24.316706,-23.25142
Selim Amallah,1,6.8449683,-30.185612
Harry Amass,0,4.509162,15.996773
Amath,1,20.432728,-28.704525
Jordan Amavi,0,5.481822,-0.8582988
Aurele Amenda,0,-16.971827,-15.548936
Kelvin Amian,0,9.343168,26.88526
Michael Amir Murillo,1,16.128756,-1.5787315
Nadiem Amiri,0,-49.564926,-18.029482
Samuel Amo-Ameyaw,0,6.1527596,37.736294
Samuel Amo-Ameyaw,0,14.031923,8.234177
Mathis Amougou,1,10.499432,0.8762495
Mathis Amougou,0,-20.714705,2.46429
Mohamed Amoura,0,-31.139599,2.603677
Sofyan Amrabat,0,16.234018,12.559796
Joachim Andersen,1,-34.703033,-32.568783
Joachim Andersen,0,-14.003382,0.45659065
Elliot Anderson,2,46.359745,-8.884959
André,0,-35.789738,-3.480686
Benjamin André,0,-48.399136,-22.650747
Marcos André,0,13.624723,16.669352
Robert Andrich,0,-49.167755,-22.143791
Angeliño,0,-0.9271666,28.2708
Lorenzo Anghelè,0,-20.727722,2.990284
Faustino Anjorin,0,0.9021457,29.203308
Waldemar Anton,0,18.56339,4.221819
Leandro Antonetti,0,-0.3158969,5.1483507
Kyllian Antonio,0,-2.1236742,2.6596024
Michail Antonio,2,41.560555,-5.520848
Antoniu,0,10.682511,24.218649
Antony,1,33.900814,-4.813065
Antony,0,6.1961527,31.103262
Anuar,1,18.127659,-15.118119
Dennis Appiah,1,-24.32549,-27.551886
Aritz Arambarri,0,-20.871645,0.32154515
Mauro Arambarri,0,-34.578693,11.805263
Jon Aramburu,0,-28.559631,-15.562099
Julian Araujo,0,10.635766,39.148228
Ronald Araújo,0,-45.74077,-23.255383
Cameron Archer,0,4.5888333,18.275198
Carlens Arcus,0,5.011993,24.80205
Alphonse Areola,0,-45.070595,6.497726
Adu Ares,0,-11.169497,-0.31044486
Jesús Areso,2,51.327843,-2.3882108
David Argüelles,1,12.497133,-18.75965
Joe Aribo,2,34.251953,-17.11606
Adam Armstrong,0,-2.2830672,42.20539
Harrison Armstrong,2,45.778725,2.2048154
José Arnaiz,1,-7.977527,-10.025624
Hákon Arnar Haraldsson,1,10.246259,8.266161
Marko Arnautović,1,8.263454,-10.202877
Maximilian Arnold,2,50.442497,11.501162
Jann-Fiete Arp,0,-27.266762,-19.841934
Sergio Arribas,1,-32.918404,-32.860573
Kepa Arrizabalaga,1,-22.930119,-25.236034
Arthur,1,28.044804,-19.118166
Takuma Asano,0,-30.812864,-17.651064
Raúl Asencio,0,-34.65949,10.733922
Marco Asensio,0,14.936109,3.252138
Marco Asensio,0,19.58775,5.808558
Kristjan Asllani,0,13.215609,14.923926
Iago Aspas,1,2.9442651,-26.912436
Yaser Asprilla,1,-39.022896,-30.74022
Lorenz Assignon,0,-0.3472037,4.501504
Dehmaine Assoumani,2,40.51977,14.705079
Valentin Atangana Edoa,0,-7.5045,0.1259588
Arthur Atta,0,-9.819127,-13.485181
Noah Atubolu,0,-14.886492,-11.423502
Emil Audero,0,-25.78829,-13.105723
Tommaso Augello,1,28.225826,-23.012707
Carlos Augusto,1,23.90438,-3.0245578
Yann Aurel Bisseck,0,-25.71083,4.667183
Brandon Austin,2,40.046974,-13.046882
Ezequiel Ávila,0,5.6387897,34.75398
Taiwo Awoniyi,1,9.061645,-9.337471
Yasin Ayari,0,20.838177,6.281933
Florian Ayé,2,38.378666,-6.2903776
André Ayew,0,-25.198708,5.92318
Jordan Ayew,0,6.556098,23.586365
Jordan Ayew,0,-18.614773,15.953047
Neil El Aynaoui,0,13.214567,15.740393
Ayman Azhil,1,7.1395407,-21.807981
Adam Aznou,1,-4.9236007,-7.633631
Adam Aznou,1,-36.652103,-26.194044
César Azpilicueta,1,6.5038066,-22.031399
Paulo Azzi,2,40.63148,-2.3183532
Oussama El Azzouzi,1,-3.1579454,-6.359349
Papa Ba,0,-12.749348,-0.33080766
Shavy Babicka,0,4.8723073,25.497774
Jacopo Bacci,0,4.781769,4.1999745
Aliou Badara Baldé,1,-16.984339,-29.3832
Loïc Bade,0,-20.017874,24.080153
Milan Badelj,0,-37.36912,-0.62977314
Benoît Badiashile,0,-16.899445,22.293917
Alex Baena,0,20.581516,14.637589
Juma Bah,1,11.596296,-30.809822
Juma Bah,1,22.917881,-11.339493
Leon Bailey,0,-33.23791,10.5158
Eric Bailly,2,45.66039,17.43386
Theo Bair,1,-23.898216,-25.905647
Stefan Bajcetic,1,-5.5269647,-16.370155
Cédric Bakambu,2,48.008392,11.378248
Mitchel Bakker,1,-30.56355,-33.166782
Mitchel Bakker,0,-5.5884047,13.572663
Darryl Bakola,0,12.621678,7.6127014
Ridle Baku,1,23.256582,-19.375076
Ridle Baku,0,-11.97671,-11.575409
Dilane Bakwa,0,4.0193357,17.112026
Tommaso Baldanzi,0,-41.285183,2.2764127
Alejandro Balde,1,3.4751654,-10.379248
Keita Baldé,2,38.233894,-7.3734655
Carlos Baleba,1,-19.772804,-37.95239
Leonardo Balerdi,2,45.008343,17.343666
Iván Balliu,0,10.948516,27.125072
Fodé Ballo-Touré,0,-38.48617,15.474145
Botond Balogh,0,15.689128,18.613895
Folarin Balogun,0,-34.398003,5.4686174
Mario Balotelli,0,-17.778702,9.006935
Abdoulaye Bamba,0,-33.679886,-20.867416
Jonathan Bamba,0,-16.210117,1.9259009
Mohamed Bamba,2,44.42382,17.13941
Samuel Bamba,2,41.01444,14.641448
Lameck Banda,0,-40.57779,21.665146
Daniel Bandeira,0,-14.968274,-2.836436
Mattia Bani,0,15.399226,19.591156
Noahkai Banks,1,10.436666,-8.694568
Scott Banks,1,20.438347,-20.112083
Adrian Baquerin,0,-12.330024,6.5432634
Antonín Barák,0,-16.594152,19.408365
Federico Barba,2,48.14525,-2.7995212
Valentín Barco,1,-26.354475,-35.50012
Valentín Barco,1,1.4265617,-21.117365
Bradley Barcola,0,-14.444649,14.164508
Melvin Bard,2,44.97688,-9.141538
Nicolò Barella,1,-22.756441,-31.261251
Gabriel Bares,0,-15.336666,10.773683
Borna Barišić,0,-41.968937,19.638435
Téo Barisic,0,-25.56548,-3.3801124
Kike Barja,0,0.73840654,35.049526
Ross Barkley,0,-23.195831,9.592596
Aymen Barkok,0,-37.95978,-2.6841512
Harvey Barnes,0,0.078912504,33.271336
Enzo Barrenechea,0,8.682409,32.52856
Ander Barrenetxea,0,-2.4657829,37.490395
Pablo Barrios,0,11.102483,21.434542
Thierno Barry,0,16.83468,12.468974
Davide Bartesaghi,1,20.110622,-24.68864
Marc Bartra,2,55.603058,11.26167
Federico Baschirotto,0,-45.301228,18.848093
Daniele Baselli,2,33.949253,14.618855
Calvin Bassey,1,16.825064,0.9985137
Aboubacar Bassinga,0,-18.53609,-19.03664
Alessandro Bastoni,0,-26.157103,-13.116674
Augusto Batalla,2,56.57902,9.687357
Michy Batshuayi,0,1.8345258,42.33784
Dylan Batubinsika,1,-32.02046,-32.845245
Maximilian Bauer,0,-2.6683688,20.321722
Oliver Baumann,0,-12.925404,-9.356449
Christoph Baumgartner,1,8.448708,-18.744291
Rafael Bauza,0,-9.928204,-10.5688925
Altay Bayındır,0,26.441563,9.511246
Ihlas Bebou,1,-24.8226,-33.085594
Adrian Beck,1,5.6659102,-20.47633
Sheraldo Becker,1,28.712894,-28.12528
Timo Becker,0,8.1151,25.726152
Jan Bednarek,1,20.057865,-18.191792
Donny van de Beek,0,-13.604289,18.84069
Hannes Behrens,0,-9.580892,-3.9445953
Kevin Behrens,0,-34.76025,20.603462
Maximilian Beier,0,-27.502853,2.2355072
Luken Beitia,0,-48.78583,-23.41168
Ismael Bekhoucha,0,-40.9525,5.7371335
Reda Belahyane,0,-45.891678,4.79382
Reda Belahyane,2,34.66449,-15.011229
Haris Belkebla,0,14.1182575,38.05312
Yassin Belkhdim,0,-4.5120997,39.509632
Stefan Bell,1,25.66766,-16.260761
Armel Bella Kotchap,1,17.67011,-11.987423
Raoul Bellanova,0,-10.985887,-1.2150936
Raoul Bellanova,0,4.2849474,20.14829
Jean-Ricner Bellegarde,1,24.980295,-14.36004
Héctor Bellerín,0,17.178541,29.44716
Jude Bellingham,0,-7.9692597,7.808746
Jeanuël Belocian,1,-26.00717,-25.258507
Andrea Belotti,0,9.821228,12.798946
Fran Beltrán,0,-43.480648,-24.526327
Lucas Beltrán,0,-20.470497,2.7607732
Eliesse Ben Seghir,0,-31.05209,14.024194
Carlos Benavídez,0,-33.811623,-3.4359457
Adrian Benedyczak,0,-24.881521,5.390801
László Bénes,0,17.112452,5.6946325
Iker Benito,0,-5.924268,6.780505
Ismaël Bennacer,0,-15.733795,16.120655
Ismaël Bennacer,1,-18.044874,-30.008018
Saïd Benrahma,0,-2.8836682,25.97461
Ramy Bensebaini,0,16.863691,13.405669
Nabil Bentaleb,1,26.063112,-29.225319
Rodrigo Bentancur,1,-8.749027,-27.361328
Daniel Bentley,0,-49.470062,-23.681576
Lucas Beraldo,1,11.789617,-30.870142
Yuri Berchiche,1,4.437832,-18.94825
Álex Berenguer,0,-29.372189,10.722775
Sander Berge,0,-0.26683286,29.853228
Lucas Bergvall,0,-22.95257,17.308985
Medon Berisha,0,-28.164343,4.762953
Mergim Berisha,0,-3.5988116,-4.6878123
Mergim Berisha,0,-47.948975,-23.327602
Adrian Bernabe,1,2.4608839,-11.814146
Marc Bernal,1,4.7304516,-27.401947
Bernardo,1,25.63973,-2.3949015
Juan Bernat,1,16.439049,-17.160511
Juan Bernat,1,-8.900881,-12.408058
Maxime Bernauer,2,51.417732,10.780546
Antoine Bernede,1,-38.752586,-28.148191
Alexander Bernhardsson,2,42.130737,14.421495
Victor Bernth Kristiansen,0,-21.09622,16.087881
Matúš Bero,0,-16.16924,-14.897022
Juan Berrocal,1,-30.162329,-35.433132
Dimitry Bertaud,0,1.8956,-4.557185
Jan-Niklas Beste,1,5.551527,-25.967434
Beto,1,-30.113457,-28.66672
Sam Beukema,0,-33.88101,-15.5808735
Alessandro Bianco,0,7.3578944,19.794832
Alessandro Bianco,0,-30.369614,-2.8800292
Mika Biereth,0,-41.590614,11.361965
Jaka Bijol,0,-4.058149,36.62821
El Bilal Touré,1,-21.436392,-31.751133
Philip Billing,0,-39.41689,8.643978
Philip Billing,1,13.828412,-25.905195
Cristiano Biraghi,1,-20.192242,-32.05609
Cristiano Biraghi,0,-18.974548,22.197674
Samuele Birindelli,0,-3.8299937,27.398085
Tom Bischof,2,46.765545,-9.195162
Yves Bissouma,1,-1.4992698,-4.16027
Leonardo Bittencourt,0,-7.420567,-7.477229
Emmanuel Biumla,1,23.806055,-14.288211
Marco Bizot,0,27.726799,9.558319
Bjarki Bjarkason,0,-38.298145,7.7778425
Antonio Blanco,1,8.278205,-6.7182937
Ludovic Blas,0,-27.164848,1.7422309
Daley Blind,1,9.007323,-5.6924944
Myron Boadu,0,-4.0576563,18.243084
Augustine Boakye,0,-0.20330672,13.375139
Oscar Bobb,2,37.338997,10.97186
Mathéo Bodmer,1,28.197884,-28.550892
Sacha Boey,0,-38.305706,21.24446
Jeremie Boga,0,-45.214714,5.5806646
Lamare Bogarde,0,-15.109173,-5.4728346
Emil Bohinen,1,-33.439564,-32.085587
Adama Boiro,1,-26.380785,-30.617035
Willy Boly,0,-13.415576,-13.086456
Moïse Bombito,0,36.360542,15.341749
Warren Bondo,0,13.086893,20.019981
Warren Bondo,1,-24.35857,-25.605772
Victor Boniface,2,33.845695,4.259387
Kevin Bonifazi,0,-45.031994,-24.62055
Ange-Yoan Bonny,1,18.507004,-13.365983
Sebastiaan Bornauw,0,-18.844076,-19.615082
Sven Botman,2,30.848158,-1.6982975
Saïmon Bouabré,0,-4.8719563,33.954815
Ayyoub Bouaddi,0,-0.47554854,18.76769
Badredine Bouanani,1,23.563747,-17.926577
Benjamin Bouchouari,0,-34.55926,-18.279566
Hicham Boudaoui,1,-20.900017,-33.80699
Carlo Boukhalfa,0,-16.664633,-18.403341
Justin Bourgault,0,-33.988228,13.139808
Benjamin Bourigeaud,0,14.312991,27.03139
Edoardo Bove,0,-2.36273,40.321796
Jarrod Bowen,0,-16.620958,8.604897
Enzo Boyomo,0,1.6775199,18.842094
Enzo Boyomo,1,-17.385294,-27.55547
Domagoj Bradarić,1,-18.192787,-20.050434
Conor Bradley,1,7.8013554,-30.561089
Bilal Brahimi,0,-16.80362,7.9154277
Julian Brandt,0,-7.7969656,-8.126164
Jarrad Branthwaite,0,12.635067,11.480129
Darko Brašanac,0,-24.109692,11.458076
Lilian Brassier,0,7.668782,8.397144
Lilian Brassier,1,2.3610897,-26.099552
Matthias Braunöder,0,-26.129559,12.285586
Iker Bravo,1,-21.075575,-22.227808
James Bree,1,14.734614,-6.43371
Tim Breithaupt,0,-43.444332,14.577813
Gleison Bremer,1,25.429989,-3.2004411
Brenner,0,6.935147,16.408842
Ben Brereton,1,-29.971498,-25.802616
Marco Brescianini,0,17.81707,28.977448
Maximilian Breunig,1,15.387248,-18.888844
Anthony Briançon,2,49.788246,-3.6560414
Nathan Broadhead,2,41.26923,15.718449
Armando Broja,0,5.7521234,35.59236
David Brooks,0,-41.502552,14.2245
Arvid Brorsson,1,27.600885,-12.302099
Moritz Broschinski,0,-1.411841,31.799053
Nathaniel Brown,0,3.711742,31.068888
Jacob Bruun Larsen,1,18.85104,-21.213295
Jacob Bruun Larsen,2,35.50835,-20.50625
Tajon Buchanan,0,-31.30161,-0.77496237
Tajon Buchanan,0,-37.65405,12.448614
Ante Budimir,2,30.587423,-0.29865184
Emi Buendía,0,-4.6551976,0.20143339
Emi Buendía,0,-38.940304,0.018841624
Manu Bueno,0,-43.77618,17.553942
Santiago Bueno,0,-22.189928,-18.18879
Endika Buján,0,-15.451349,11.552879
Marius Bülter,1,26.33862,-13.31378
Facundo Buonanotte,0,7.2712545,0.9165545
Alessandro Buongiorno,0,-35.516926,3.2466927
Cameron Burgess,2,54.943607,8.472005
Jonathan Burkardt,1,27.182074,-7.1476045
Oliver Burke,0,-45.03474,-25.236664
Dan Burn,0,10.779109,25.688768
Rareș-Cătălin Burnete,1,20.587065,-27.28485
Wes Burns,2,44.880405,0.84033453
Marnon Busch,0,-20.138763,-5.1047072
Gianluca Busio,0,-42.193913,18.824827
Aurélio Buta,2,45.904507,-10.044342
Jean Butez,0,-6.944533,23.653477
Nathan Butler-Oyedeji,2,45.067165,-6.04632
Marcin Bułka,2,33.979107,-17.374903
Pau Cabanes,0,-33.365993,15.909138
Pau Cabanes,0,-37.900185,17.714468
Rémy Cabella,0,-23.8603,-19.030607
Leandro Cabrera,0,-25.318497,3.0515504
Liberato Cacace,2,30.201254,6.3153305
Alessio Cacciamani,1,-26.894928,-22.435957
Anthony Caci,2,47.71883,13.069885
Mathieu Cafaro,0,-3.6131723,41.97737
Moisés Caicedo,0,-6.612312,38.7574
Tom Cairney,2,53.22399,-1.5835997
Jens Cajuste,2,54.51062,11.037824
Davide Calabria,1,-29.39492,-20.546669
Davide Calabria,0,-18.166027,22.869522
Riccardo Calafiori,1,25.920977,-24.677807
Luca Caldirola,2,42.44055,13.976333
Fernando Calero,0,-37.95499,4.4820614
Duje Ćaleta-Car,0,12.323269,18.226841
Hakan Çalhanoğlu,1,-36.182117,-27.4792
Dominic Calvert-Lewin,0,14.862894,34.80206
Drissa Camara,2,39.79242,-7.5068517
Issiaga Camara,0,16.146132,35.042953
Lamine Camara,1,25.973804,-5.12146
Mahdi Camara,0,-17.096027,-3.5182385
Ousmane Camara,1,-29.731844,-25.34895
Francesco Camarda,0,-23.492598,5.0407095
Eduardo Camavinga,0,-23.866486,14.152716
Nicolò Cambiaghi,2,22.029879,5.66408
Andrea Cambiaso,2,50.32588,-1.4086913
Axel Camblan,0,16.469978,23.32354
Sergio Camello,1,10.995801,6.4496565
